UNIQUD,NAME,Fold change (Stage1 DAM to Stage2 DAM),Z-value (Mann Whitney), -log10(p-value) Mann Whitney
Nt5dc3,Nt5dc3,-0.0096,-2.1887,1.5434
Nt5e,Nt5e,0,,
Nt5m,Nt5m,0.0251,-0.9627,0.4741
Ntan1,Ntan1,0.0136,-1.7097,1.0589
Ntf3,Ntf3,0,,
Ntf5,Ntf5,0,,
Nthl1,Nthl1,0.0002,-0.7301,0.3322
Ntm,Ntm,0,,
Ntn1,Ntn1,0,,
Ntn3,Ntn3,0.0029,0.9835,0.4876
Ntn4,Ntn4,0,,
Ntn5,Ntn5,0,,
Ntng1,Ntng1,0,,
Ntng2,Ntng2,0,,
Ntpcr,Ntpcr,0.2877,0.7388,0.3372
Ntrk1,Ntrk1,0,,
Ntrk2,Ntrk2,-0.0137,-2.0286,1.3716
Ntrk3,Ntrk3,0,,
Nts,Nts,0,,
Ntsr1,Ntsr1,0,,
Ntsr2,Ntsr2,0.0173,-0.5167,0.218
Nuak1,Nuak1,-0.0829,-2.4689,1.8679
Nuak2,Nuak2,-0.0123,-0.6729,0.3002
Nub1,Nub1,-0.0066,-3.1049,2.7205
Nubp1,Nubp1,0.0372,-0.7122,0.3221
Nubp2,Nubp2,0.019,-0.6053,0.2636
Nubpl,Nubpl,-0.0086,-1.4631,0.8433
Nucb1,Nucb1,-0.0526,-4.6328,5.4428
Nucb2,Nucb2,0.0249,-1.6659,1.0189
Nucks1,Nucks1,0.0517,-2.1654,1.5177
Nudc,Nudc,0.0846,-1.7135,1.0624
Nudcd1,Nudcd1,-0.0074,-0.2564,0.0982
Nudcd2,Nudcd2,0.0409,-1.9856,1.3272
Nudcd3,Nudcd3,0.0427,-0.7812,0.3618
Nudt1,Nudt1,-0.0125,-0.7384,0.337
Nudt10,Nudt10,0.0025,0.6927,0.3111
Nudt11,Nudt11,0,,
Nudt12,Nudt12,0.002,-0.5167,0.218
Nudt13,Nudt13,-0.0114,-1.8977,1.2386
Nudt14,Nudt14,-0.027,-3.1014,2.7153
Nudt15,Nudt15,0,,
Nudt16,Nudt16,0.0046,0.6674,0.2971
Nudt16l1,Nudt16l1,-0.081,-2.3541,1.7312
Nudt17,Nudt17,0,,
Nudt18,Nudt18,0.0159,-2.5547,1.9735
Nudt19,Nudt19,0.0059,-1.4298,0.8159
Nudt2,Nudt2,-0.0039,-1.2756,0.6945
Nudt21,Nudt21,-0.0054,-0.6123,0.2673
Nudt22,Nudt22,-0.0095,-2.2551,1.6175
Nudt3,Nudt3,0.1196,-3.4276,3.2154
Nudt4,Nudt4,-0.1183,-5.1676,6.625
Nudt5,Nudt5,0.0337,-1.0138,0.5077
Nudt6,Nudt6,-0.0039,-2.1885,1.5432
Nudt7,Nudt7,-0.0403,-1.8575,1.199
Nudt8,Nudt8,0.0193,0.2476,0.0945
Nudt9,Nudt9,-0.0871,-6.2131,9.2843
Nuf2,Nuf2,-0.0256,-0.0264,0.0092
Nufip1,Nufip1,-0.0105,-0.7622,0.3507
Nufip2,Nufip2,-0.0256,-2.4851,1.8876
Numa1,Numa1,0.0597,-1.5116,0.8839
Numb,Numb,0.0249,-2.374,1.7546
Numbl,Numbl,-0.0017,-1.431,0.8169
Nup107,Nup107,-0.0041,-1.2979,0.7115
Nup133,Nup133,-0.0115,-1.778,1.1226
Nup153,Nup153,-0.002,-2.9131,2.4463
Nup155,Nup155,0.0398,1.3976,0.7898
Nup160,Nup160,-0.0136,-0.4922,0.2058
Nup188,Nup188,-0.0084,-2.1849,1.5391
Nup205,Nup205,-0.0221,-2.4919,1.8959
Nup210,Nup210,0.0137,0.8474,0.4014
Nup210l,Nup210l,0,,
Nup214,Nup214,0.0002,0.091,0.0327
Nup35,Nup35,0.0022,-1.3054,0.7172
Nup37,Nup37,-0.0087,-1.3035,0.7158
Nup43,Nup43,0.0037,0.6927,0.3111
Nup50,Nup50,0.0073,-2.6232,2.06
Nup54,Nup54,0.0037,-1.4617,0.8422
Nup62,Nup62,-0.0137,-3.6166,3.5251
Nup62cl,Nup62cl,0,,
Nup85,Nup85,-0.0122,-2.2951,1.6629
Nup88,Nup88,0.0227,-0.4013,0.1623
Nup93,Nup93,0.0148,0.2365,0.0899
Nup98,Nup98,-0.0087,-2.5573,1.9768
Nupl1,Nupl1,-0.0092,-2.1911,1.5459
Nupl2,Nupl2,0.0024,-0.7301,0.3322
Nupr1,Nupr1,0.0324,-1.1341,0.5905
Nus1,Nus1,0.0032,-2.7856,2.2722
Nusap1,Nusap1,-0.0087,-1.8012,1.1447
Nutf2,Nutf2,0.0149,-2.5596,1.9797
Nutf2-ps1,Nutf2-ps1,0.0411,0.3403,0.1345
Nvl,Nvl,0.003,-2.2185,1.5764
Nwd1,Nwd1,0,,
Nxf1,Nxf1,-0.0106,-2.8317,2.3343
Nxf2,Nxf2,0,,
Nxf3,Nxf3,0,,
Nxf7,Nxf7,0,,
Nxn,Nxn,-0.0051,-2.0286,1.3716
Nxnl1,Nxnl1,0,,
Nxnl2,Nxnl2,0,,
Nxph1,Nxph1,0,,
Nxph2,Nxph2,0,,
Nxph3,Nxph3,0,,
Nxph4,Nxph4,0,,
Nxt1,Nxt1,-0.0173,-2.1737,1.5269
Nxt2,Nxt2,0.0546,-0.8375,0.3955
Nynrin,Nynrin,-0.0009,-1.431,0.8169
Nyx,Nyx,0,,
O3far1,O3far1,0,,
ORF19,ORF19,0.0076,-0.9664,0.4765
ORF61,ORF61,0.0368,-1.7997,1.1433
ORF63,ORF63,0,,
Oaf,Oaf,-0.0144,-1.171,0.6169
Oas1a,Oas1a,-0.0093,-1.8379,1.18
Oas1b,Oas1b,-0.0074,-1.2525,0.6769
Oas1c,Oas1c,-0.0077,-2.0286,1.3716
Oas1d,Oas1d,0,,
Oas1e,Oas1e,0,,
Oas1f,Oas1f,0,,
Oas1g,Oas1g,0.0027,-1.4477,0.8307
Oas1h,Oas1h,0,,
Oas2,Oas2,0.0037,-0.0168,0.0059
Oas3,Oas3,0.0104,0.9835,0.4876
Oasl1,Oasl1,-0.0121,-0.7425,0.3394
Oasl2,Oasl2,-0.0758,-3.3626,3.1123
Oat,Oat,-0.0215,-2.7645,2.2441
Oat-rs1,Oat-rs1,0,,
Oaz1,Oaz1,0.0983,-2.9493,2.4969
Oaz2,Oaz2,-0.0006,-2.2636,1.6272
Oaz3,Oaz3,0,,
Obfc1,Obfc1,-0.0005,-0.0216,0.0075
Obfc2a,Obfc2a,-0.0039,-1.2549,0.6788
Obfc2b,Obfc2b,0.0273,-1.8508,1.1924
Obox1,Obox1,0,,
Obox2,Obox2,0,,
Obox3,Obox3,0,,
Obox5,Obox5,0,,
Obox6,Obox6,0,,
Obp1a,Obp1a,0,,
Obp1b,Obp1b,0,,
Obscn,Obscn,0,,
Obsl1,Obsl1,0,,
Oc90,Oc90,0,,
Oca2,Oca2,0,,
Ocel1,Ocel1,0.0217,-1.0103,0.5054
Ociad1,Ociad1,-0.0168,-4.5313,5.232
Ociad2,Ociad2,0,,
Ocln,Ocln,-0.0026,-1.431,0.8169
Ocm,Ocm,0,,
Ocrl,Ocrl,0.0328,0.2397,0.0912
Odam,Odam,0,,
Odc1,Odc1,-0.0039,-1.6167,0.9749
Odf1,Odf1,0,,
Odf2,Odf2,-0.0037,-2.0666,1.4115
Odf2l,Odf2l,0.0002,-0.3501,0.1389
Odf3,Odf3,0,,
Odf3b,Odf3b,0,,
Odf3l1,Odf3l1,0,,
Odf3l2,Odf3l2,0,,
Odf4,Odf4,0,,
Odz1,Odz1,0,,
Odz2,Odz2,0,,
Odz3,Odz3,0.0228,0.6927,0.3111
Odz4,Odz4,0.0248,0.6927,0.3111
Ofcc1,Ofcc1,0,,
Ofd1,Ofd1,-0.0088,-3.2035,2.8671
Ogdh,Ogdh,-0.0228,-2.5779,2.0026
Ogdhl,Ogdhl,0,,
Ogfod1,Ogfod1,0.0316,-1.1178,0.579
Ogfod2,Ogfod2,-0.0327,-3.2074,2.8731
Ogfr,Ogfr,0.0877,-1.2485,0.674
Ogfrl1,Ogfrl1,-0.0028,-2.7916,2.2803
Ogg1,Ogg1,0.0181,-0.2412,0.0918
Ogn,Ogn,0,,
Ogt,Ogt,0.007,-0.3883,0.1563
Oip5,Oip5,0.0037,0.6927,0.3111
Oit1,Oit1,0,,
Oit3,Oit3,0.0087,0.6927,0.3111
Ola1,Ola1,0.0696,-1.6788,1.0306
Olah,Olah,0,,
Olfm1,Olfm1,0.017,-1.445,0.8284
Olfm2,Olfm2,0,,
Olfm3,Olfm3,0,,
Olfm4,Olfm4,-0.0289,-2.6578,2.1043
Olfml1,Olfml1,0,,
Olfml2a,Olfml2a,0,,
Olfml2b,Olfml2b,0.0185,-0.2412,0.0918
Olfml3,Olfml3,-0.2217,-3.5911,3.4825
Olfr1,Olfr1,0,,
Olfr10,Olfr10,0,,
Olfr1000,Olfr1000,0,,
Olfr1001-ps1,Olfr1001-ps1,0,,
Olfr1002,Olfr1002,0,,
Olfr1003-ps1,Olfr1003-ps1,0,,
Olfr1004-ps1,Olfr1004-ps1,0,,
Olfr1006,Olfr1006,0,,
Olfr1008,Olfr1008,0,,
Olfr1009,Olfr1009,0,,
Olfr101,Olfr101,0,,
Olfr1010,Olfr1010,0,,
Olfr1012,Olfr1012,0,,
Olfr1013,Olfr1013,0,,
Olfr1014,Olfr1014,0,,
Olfr1015,Olfr1015,0,,
Olfr1016,Olfr1016,0,,
Olfr1017-ps1,Olfr1017-ps1,0,,
Olfr1018,Olfr1018,0,,
Olfr1019,Olfr1019,0,,
Olfr102,Olfr102,0,,
Olfr1020,Olfr1020,0,,
Olfr1021-ps1,Olfr1021-ps1,0,,
Olfr1022,Olfr1022,0,,
Olfr1023,Olfr1023,0,,
Olfr1024,Olfr1024,0,,
Olfr1025-ps1,Olfr1025-ps1,0,,
Olfr1026,Olfr1026,0,,
Olfr1027-ps1,Olfr1027-ps1,0,,
Olfr1028,Olfr1028,0,,
Olfr1029,Olfr1029,0,,
Olfr103,Olfr103,0,,
Olfr1030,Olfr1030,0,,
Olfr1031,Olfr1031,0,,
Olfr1032,Olfr1032,0,,
Olfr1033,Olfr1033,0,,
Olfr1034,Olfr1034,0,,
Olfr1035-ps1,Olfr1035-ps1,0,,
Olfr1036,Olfr1036,0,,
Olfr1037,Olfr1037,0,,
Olfr1038-ps,Olfr1038-ps,0,,
Olfr1039,Olfr1039,0,,
Olfr104-ps,Olfr104-ps,0,,
Olfr1040,Olfr1040,0,,
Olfr1042,Olfr1042,0,,
Olfr1043,Olfr1043,0,,
Olfr1044,Olfr1044,0,,
Olfr1045,Olfr1045,0,,
Olfr1046,Olfr1046,0,,
Olfr1047,Olfr1047,0,,
Olfr1048,Olfr1048,0,,
Olfr1049,Olfr1049,0,,
Olfr105-ps,Olfr105-ps,0,,
Olfr1050-ps1,Olfr1050-ps1,0,,
Olfr1051,Olfr1051,0,,
Olfr1052,Olfr1052,0,,
Olfr1053,Olfr1053,0,,
Olfr1054,Olfr1054,0,,
Olfr1055,Olfr1055,0,,
Olfr1056,Olfr1056,0,,
Olfr1057,Olfr1057,0,,
Olfr1058,Olfr1058,0,,
Olfr106-ps,Olfr106-ps,0,,
Olfr1061,Olfr1061,0,,
Olfr1062,Olfr1062,0,,
Olfr1063-ps1,Olfr1063-ps1,0,,
Olfr1065,Olfr1065,0,,
Olfr1066,Olfr1066,0,,
Olfr1069-ps1,Olfr1069-ps1,0,,
Olfr107,Olfr107,0,,
Olfr1073-ps1,Olfr1073-ps1,0,,
Olfr1076,Olfr1076,0,,
Olfr1077-ps1,Olfr1077-ps1,0,,
Olfr1078-ps1,Olfr1078-ps1,0,,
Olfr1079,Olfr1079,0,,
Olfr108,Olfr108,0,,
Olfr1080,Olfr1080,0,,
Olfr1081-ps1,Olfr1081-ps1,0,,
Olfr1082,Olfr1082,0,,
Olfr1083-ps,Olfr1083-ps,0,,
Olfr1084,Olfr1084,0,,
Olfr1085,Olfr1085,0,,
Olfr1086,Olfr1086,0,,
Olfr1087,Olfr1087,0,,
Olfr1089,Olfr1089,0,,
Olfr109,Olfr109,0,,
Olfr1090,Olfr1090,0,,
Olfr1093,Olfr1093,0,,
Olfr1094,Olfr1094,0,,
Olfr1095,Olfr1095,0,,
Olfr1096-ps1,Olfr1096-ps1,0,,
Olfr1097,Olfr1097,0,,
Olfr1098,Olfr1098,0,,
Olfr1099,Olfr1099,0,,
Olfr11,Olfr11,0,,
Olfr110,Olfr110,0,,
Olfr1100,Olfr1100,0,,
Olfr1101,Olfr1101,0,,
Olfr1102,Olfr1102,0,,
Olfr1103-ps1,Olfr1103-ps1,0,,
Olfr1104,Olfr1104,0,,
Olfr1105,Olfr1105,0,,
Olfr1106,Olfr1106,0,,
Olfr1107,Olfr1107,0,,
Olfr1109,Olfr1109,0,,
Olfr111,Olfr111,0,,
Olfr1110,Olfr1110,0,,
Olfr1111,Olfr1111,0,,
Olfr1112,Olfr1112,0,,
Olfr1113,Olfr1113,0,,
Olfr1115,Olfr1115,0,,
Olfr1116-ps,Olfr1116-ps,0,,
Olfr1117-ps1,Olfr1117-ps1,0,,
Olfr1118,Olfr1118,0,,
Olfr112,Olfr112,0,,
Olfr1120,Olfr1120,0,,
Olfr1121,Olfr1121,0,,
Olfr1122,Olfr1122,0,,
Olfr1123,Olfr1123,0,,
Olfr1124,Olfr1124,0,,
Olfr1126,Olfr1126,0,,
Olfr1127-ps1,Olfr1127-ps1,0,,
Olfr1128,Olfr1128,0,,
Olfr1129,Olfr1129,0,,
Olfr113,Olfr113,0,,
Olfr1130,Olfr1130,0,,
Olfr1131,Olfr1131,0,,
Olfr1132,Olfr1132,0,,
Olfr1133,Olfr1133,0,,
Olfr1134,Olfr1134,0,,
Olfr1135,Olfr1135,0,,
Olfr1136,Olfr1136,0,,
Olfr1137,Olfr1137,0,,
Olfr1138,Olfr1138,0,,
Olfr114,Olfr114,0,,
Olfr1140,Olfr1140,0,,
Olfr1141,Olfr1141,0,,
Olfr1143,Olfr1143,0,,
Olfr1144-ps1,Olfr1144-ps1,0,,
Olfr1145,Olfr1145,0,,
Olfr1146-ps1,Olfr1146-ps1,0,,
Olfr1147-ps1,Olfr1147-ps1,0,,
Olfr1148,Olfr1148,0,,
Olfr1149-ps1,Olfr1149-ps1,0,,
Olfr115,Olfr115,0,,
Olfr1150-ps1,Olfr1150-ps1,0,,
Olfr1151,Olfr1151,0,,
Olfr1152,Olfr1152,0,,
Olfr1153,Olfr1153,0,,
Olfr1154,Olfr1154,0,,
Olfr1155,Olfr1155,0,,
Olfr1156,Olfr1156,0,,
Olfr1157,Olfr1157,0,,
Olfr1158,Olfr1158,0,,
Olfr1159-ps1,Olfr1159-ps1,0,,
Olfr116,Olfr116,0,,
Olfr1160,Olfr1160,0,,
Olfr1161,Olfr1161,0,,
Olfr1162,Olfr1162,0,,
Olfr1163,Olfr1163,0,,
Olfr1164,Olfr1164,0,,
Olfr1165-ps,Olfr1165-ps,0,,
Olfr1166,Olfr1166,0,,
Olfr1167,Olfr1167,0,,
Olfr1168,Olfr1168,0,,
Olfr1169-ps1,Olfr1169-ps1,0,,
Olfr117,Olfr117,0,,
Olfr1170,Olfr1170,0,,
Olfr1171-ps1,Olfr1171-ps1,0,,
Olfr1172-ps1,Olfr1172-ps1,0,,
Olfr1173,Olfr1173,0,,
Olfr1174-ps,Olfr1174-ps,0,,
Olfr1175-ps,Olfr1175-ps,0,,
Olfr1176,Olfr1176,0,,
Olfr1177-ps,Olfr1177-ps,0,,
Olfr1178,Olfr1178,0,,
Olfr1179,Olfr1179,0,,
Olfr118,Olfr118,0,,
Olfr1180,Olfr1180,0,,
Olfr1181,Olfr1181,0,,
Olfr1182,Olfr1182,0,,
Olfr1183,Olfr1183,0,,
Olfr1184,Olfr1184,0,,
Olfr1185-ps1,Olfr1185-ps1,0,,
Olfr1186,Olfr1186,0,,
Olfr1187-ps1,Olfr1187-ps1,0,,
Olfr1188,Olfr1188,0,,
Olfr1189,Olfr1189,0,,
Olfr119,Olfr119,0,,
Olfr1191-ps1,Olfr1191-ps1,0,,
Olfr1192-ps1,Olfr1192-ps1,0,,
Olfr1193,Olfr1193,0,,
Olfr1195,Olfr1195,0,,
Olfr1196,Olfr1196,0,,
Olfr1197,Olfr1197,0,,
Olfr1198,Olfr1198,0,,
Olfr1199,Olfr1199,0,,
Olfr12,Olfr12,0,,
Olfr120,Olfr120,0,,
Olfr1200,Olfr1200,0,,
Olfr1201,Olfr1201,0,,
Olfr1202,Olfr1202,0,,
Olfr1204,Olfr1204,0,,
Olfr1205,Olfr1205,0,,
Olfr1206,Olfr1206,0,,
Olfr1208,Olfr1208,0,,
Olfr1209,Olfr1209,0,,
Olfr121,Olfr121,0,,
Olfr1211,Olfr1211,0,,
Olfr1212,Olfr1212,0,,
Olfr1213,Olfr1213,0,,
Olfr1214,Olfr1214,0,,
Olfr1215,Olfr1215,0,,
Olfr1216,Olfr1216,0,,
Olfr1217,Olfr1217,0,,
Olfr1218,Olfr1218,0,,
Olfr1219,Olfr1219,0,,
Olfr122,Olfr122,0,,
Olfr1220,Olfr1220,0,,
Olfr1221,Olfr1221,0,,
Olfr1222,Olfr1222,0,,
Olfr1223,Olfr1223,0,,
Olfr1224-ps1,Olfr1224-ps1,0,,
Olfr1225,Olfr1225,0,,
Olfr1226,Olfr1226,0,,
Olfr1228,Olfr1228,0,,
Olfr1229,Olfr1229,0,,
Olfr123,Olfr123,0,,
Olfr1230,Olfr1230,0,,
Olfr1231,Olfr1231,0,,
Olfr1232,Olfr1232,0,,
Olfr1233,Olfr1233,0,,
Olfr1234,Olfr1234,0,,
Olfr1235-ps1,Olfr1235-ps1,0,,
Olfr1238,Olfr1238,0,,
Olfr1239,Olfr1239,0,,
Olfr124,Olfr124,0,,
Olfr1240,Olfr1240,0,,
Olfr1241,Olfr1241,0,,
Olfr1242,Olfr1242,0,,
Olfr1243,Olfr1243,0,,
Olfr1245,Olfr1245,0,,
Olfr1246,Olfr1246,0,,
Olfr1247,Olfr1247,0,,
Olfr1248,Olfr1248,0,,
Olfr1249,Olfr1249,0,,
Olfr125,Olfr125,0,,
Olfr1250,Olfr1250,0,,
Olfr1251,Olfr1251,0,,
Olfr1252,Olfr1252,0,,
Olfr1253,Olfr1253,0,,
Olfr1254,Olfr1254,0,,
Olfr1255,Olfr1255,0,,
Olfr1256,Olfr1256,0,,
Olfr1257,Olfr1257,0,,
Olfr1258,Olfr1258,0,,
Olfr1259,Olfr1259,0,,
Olfr126,Olfr126,0,,
Olfr1260,Olfr1260,0,,
Olfr1261,Olfr1261,0,,
Olfr1262,Olfr1262,0,,
Olfr1263,Olfr1263,0,,
Olfr1264,Olfr1264,0,,
Olfr1265,Olfr1265,0,,
Olfr1267-ps1,Olfr1267-ps1,0,,
Olfr1268-ps1,Olfr1268-ps1,0,,
Olfr1269,Olfr1269,0,,
Olfr127,Olfr127,0,,
Olfr1270,Olfr1270,0,,
Olfr1271,Olfr1271,0,,
Olfr1272,Olfr1272,0,,
Olfr1273-ps,Olfr1273-ps,0,,
Olfr1274-ps,Olfr1274-ps,0,,
Olfr1275,Olfr1275,0,,
Olfr1276,Olfr1276,0,,
Olfr1277,Olfr1277,0,,
Olfr1278,Olfr1278,0,,
Olfr1279,Olfr1279,0,,
Olfr128,Olfr128,0,,
Olfr1280,Olfr1280,0,,
Olfr1281,Olfr1281,0,,
Olfr1282,Olfr1282,0,,
Olfr1283,Olfr1283,0,,
Olfr1284,Olfr1284,0,,
Olfr1285,Olfr1285,0,,
Olfr1286,Olfr1286,0,,
Olfr1287,Olfr1287,0,,
Olfr1288,Olfr1288,0,,
Olfr1289,Olfr1289,0,,
Olfr129,Olfr129,0,,
Olfr1290,Olfr1290,0,,
Olfr1291-ps1,Olfr1291-ps1,0,,
Olfr1292-ps1,Olfr1292-ps1,0,,
Olfr1293-ps,Olfr1293-ps,0,,
Olfr1294,Olfr1294,0,,
Olfr1295,Olfr1295,0,,
Olfr1296-ps1,Olfr1296-ps1,0,,
Olfr1297,Olfr1297,0,,
Olfr1298,Olfr1298,0,,
Olfr1299,Olfr1299,0,,
Olfr13,Olfr13,0,,
Olfr130,Olfr130,0,,
Olfr1300-ps1,Olfr1300-ps1,0,,
Olfr1301,Olfr1301,0,,
Olfr1302,Olfr1302,0,,
Olfr1303,Olfr1303,0,,
Olfr1305,Olfr1305,0,,
Olfr1306,Olfr1306,0,,
Olfr1307,Olfr1307,0,,
Olfr1308,Olfr1308,0,,
Olfr1309,Olfr1309,0,,
Olfr131,Olfr131,0,,
Olfr1310,Olfr1310,0,,
Olfr1311,Olfr1311,0,,
Olfr1312,Olfr1312,0,,
Olfr1313,Olfr1313,0,,
Olfr1314,Olfr1314,0,,
Olfr1315-ps1,Olfr1315-ps1,0,,
Olfr1316,Olfr1316,0,,
Olfr1317,Olfr1317,0,,
Olfr1318,Olfr1318,0,,
Olfr132,Olfr132,0,,
Olfr1320,Olfr1320,0,,
Olfr1321,Olfr1321,0,,
Olfr1322,Olfr1322,0,,
Olfr1323,Olfr1323,0,,
Olfr1324,Olfr1324,0,,
Olfr1325,Olfr1325,0,,
Olfr1326-ps1,Olfr1326-ps1,0,,
Olfr1327-ps1,Olfr1327-ps1,0,,
Olfr1328,Olfr1328,0,,
Olfr1329,Olfr1329,0,,
Olfr133,Olfr133,0,,
Olfr1330,Olfr1330,0,,
Olfr1331,Olfr1331,0,,
Olfr1332-ps1,Olfr1332-ps1,0,,
Olfr1333,Olfr1333,0,,
Olfr1335,Olfr1335,0,,
Olfr1336,Olfr1336,0,,
Olfr1337,Olfr1337,0,,
Olfr1338,Olfr1338,0,,
Olfr1339,Olfr1339,0,,
Olfr134,Olfr134,0,,
Olfr1340,Olfr1340,0,,
Olfr1341,Olfr1341,0,,
Olfr1342,Olfr1342,0,,
Olfr1343-ps1,Olfr1343-ps1,0,,
Olfr1344,Olfr1344,0,,
Olfr1346,Olfr1346,0,,
Olfr1347,Olfr1347,0,,
Olfr1348,Olfr1348,0,,
Olfr1349,Olfr1349,0,,
Olfr135,Olfr135,0,,
Olfr1350,Olfr1350,0,,
Olfr1351,Olfr1351,0,,
Olfr1352,Olfr1352,0,,
Olfr1353,Olfr1353,0,,
Olfr1354,Olfr1354,0,,
Olfr1355,Olfr1355,0,,
Olfr1356,Olfr1356,0,,
Olfr1357,Olfr1357,0,,
Olfr1358,Olfr1358,0,,
Olfr1359,Olfr1359,0,,
Olfr136,Olfr136,0,,
Olfr1360,Olfr1360,0,,
Olfr1361,Olfr1361,0,,
Olfr1362,Olfr1362,0,,
Olfr1364,Olfr1364,0,,
Olfr1366,Olfr1366,0,,
Olfr1367,Olfr1367,0,,
Olfr1368,Olfr1368,0,,
Olfr1369-ps1,Olfr1369-ps1,0,,
Olfr137,Olfr137,0,,
Olfr1370,Olfr1370,0,,
Olfr1371,Olfr1371,0,,
Olfr1372-ps1,Olfr1372-ps1,0,,
Olfr1373,Olfr1373,0,,
Olfr1374-ps1,Olfr1374-ps1,0,,
Olfr1375-ps1,Olfr1375-ps1,0,,
Olfr1376-ps1,Olfr1376-ps1,0,,
Olfr1377,Olfr1377,0,,
Olfr1378,Olfr1378,0,,
Olfr1379-ps1,Olfr1379-ps1,0,,
Olfr138,Olfr138,0,,
Olfr1380,Olfr1380,0,,
Olfr1381,Olfr1381,0,,
Olfr1382,Olfr1382,0,,
Olfr1383,Olfr1383,0,,
Olfr1384,Olfr1384,0,,
Olfr1385,Olfr1385,0,,
Olfr1386,Olfr1386,0,,
Olfr1387,Olfr1387,0,,
Olfr1388,Olfr1388,0,,
Olfr1389,Olfr1389,0,,
Olfr139,Olfr139,0,,
Olfr1390,Olfr1390,0,,
Olfr1391,Olfr1391,0,,
Olfr1392,Olfr1392,0,,
Olfr1393,Olfr1393,0,,
Olfr1394,Olfr1394,0,,
Olfr1395,Olfr1395,0,,
Olfr1396,Olfr1396,0,,
Olfr1397-ps1,Olfr1397-ps1,0,,
Olfr140,Olfr140,0,,
Olfr1402,Olfr1402,0,,
Olfr1404,Olfr1404,0,,
Olfr1406,Olfr1406,0,,
Olfr1407-ps1,Olfr1407-ps1,0,,
Olfr1408,Olfr1408,0,,
Olfr141,Olfr141,0,,
Olfr1410,Olfr1410,0,,
Olfr1411,Olfr1411,0,,
Olfr1412,Olfr1412,0,,
Olfr1413,Olfr1413,0,,
Olfr1414,Olfr1414,0,,
Olfr1415,Olfr1415,0,,
Olfr1416,Olfr1416,0,,
Olfr1417,Olfr1417,0,,
Olfr1418,Olfr1418,0,,
Olfr1419,Olfr1419,0,,
Olfr142,Olfr142,0,,
Olfr1420,Olfr1420,0,,
Olfr1423,Olfr1423,0,,
Olfr1424,Olfr1424,0,,
Olfr1425,Olfr1425,0,,
Olfr1426,Olfr1426,0,,
Olfr1427,Olfr1427,0,,
Olfr1428,Olfr1428,0,,
Olfr143,Olfr143,0,,
Olfr1431,Olfr1431,0,,
Olfr1432,Olfr1432,0,,
Olfr1433,Olfr1433,0,,
Olfr1436,Olfr1436,0,,
Olfr1437,Olfr1437,0,,
Olfr1438-ps1,Olfr1438-ps1,0,,
Olfr1440,Olfr1440,0,,
Olfr1441,Olfr1441,0,,
Olfr1442,Olfr1442,0,,
Olfr1443,Olfr1443,0,,
Olfr1444,Olfr1444,0,,
Olfr1445,Olfr1445,0,,
Olfr1446,Olfr1446,0,,
Olfr1447,Olfr1447,0,,
Olfr1448,Olfr1448,0,,
Olfr1449,Olfr1449,0,,
Olfr145,Olfr145,0,,
Olfr1450,Olfr1450,0,,
Olfr1451,Olfr1451,0,,
Olfr1452-ps1,Olfr1452-ps1,0,,
Olfr1453,Olfr1453,0,,
Olfr1454,Olfr1454,0,,
Olfr1456-ps1,Olfr1456-ps1,0,,
Olfr1457,Olfr1457,0,,
Olfr1458,Olfr1458,0,,
Olfr1459,Olfr1459,0,,
Olfr146,Olfr146,0,,
Olfr1461,Olfr1461,0,,
Olfr1462,Olfr1462,0,,
Olfr1463,Olfr1463,0,,
Olfr1465,Olfr1465,0,,
Olfr1466,Olfr1466,0,,
Olfr1467,Olfr1467,0,,
Olfr1469,Olfr1469,0,,
Olfr147,Olfr147,0,,
Olfr1471,Olfr1471,0,,
Olfr1472,Olfr1472,0,,
Olfr1474,Olfr1474,0,,
Olfr1475,Olfr1475,0,,
Olfr1477,Olfr1477,0,,
Olfr148,Olfr148,0,,
Olfr1480,Olfr1480,0,,
Olfr1484,Olfr1484,0,,
Olfr1487,Olfr1487,0,,
Olfr1489,Olfr1489,0,,
Olfr149,Olfr149,0,,
Olfr1490,Olfr1490,0,,
Olfr1491,Olfr1491,0,,
Olfr1494,Olfr1494,0,,
Olfr1495,Olfr1495,0,,
Olfr1496,Olfr1496,0,,
Olfr1497,Olfr1497,0,,
Olfr1499,Olfr1499,0,,
Olfr15,Olfr15,0,,
Olfr150,Olfr150,0,,
Olfr1500,Olfr1500,0,,
Olfr1501,Olfr1501,0,,
Olfr1502,Olfr1502,0,,
Olfr1503-ps1,Olfr1503-ps1,0,,
Olfr1504,Olfr1504,0,,
Olfr1505,Olfr1505,0,,
Olfr1506,Olfr1506,0,,
Olfr1507,Olfr1507,0,,
Olfr1508,Olfr1508,0,,
Olfr1509,Olfr1509,0,,
Olfr151,Olfr151,0,,
Olfr1510,Olfr1510,0,,
Olfr1511,Olfr1511,0,,
Olfr1512,Olfr1512,0,,
Olfr1513,Olfr1513,0,,
Olfr1516-ps,Olfr1516-ps,0,,
Olfr152,Olfr152,0,,
Olfr153,Olfr153,0,,
Olfr1532-ps1,Olfr1532-ps1,0,,
Olfr1535,Olfr1535,0,,
Olfr1537-ps1,Olfr1537-ps1,0,,
Olfr154,Olfr154,0,,
Olfr155,Olfr155,0,,
